"ENSEMBL","SYMBOL","CHR","BEST.GWAS.ID","TWAS.P"
"ENSG00000164331","ANKRA2",5,"rs865340","0.06691"
"ENSG00000164332","UBLCP1",5,"rs17056839","0.36871"
"ENSG00000164334","FAM170A",5,"rs6595178","0.19831"
"ENSG00000164338","UTP15",5,"rs865340","0.04528"
"ENSG00000164342","TLR3",4,"rs11724862","0.829618"
"ENSG00000164344","KLKB1",4,"rs10021308","0.446394"
"ENSG00000164346","NSA2",5,"rs16872194","0.51561"
"ENSG00000164347","GFM2",5,"rs16872194","0.94260"
"ENSG00000164366","CCDC127",5,"rs6869925","0.91026"
"ENSG00000164379","FOXQ1",6,"rs1331487","0.85166"
"ENSG00000164385","LINC01600",6,"rs35374935","0.23976"
"ENSG00000164393","ADGRF2",6,"rs12198711","0.18517"
"ENSG00000164398","ACSL6",5,"rs246107","0.33505"
"ENSG00000164402","SEPTIN8",5,"rs6859346","0.75960"
"ENSG00000164403","SHROOM1",5,"rs17683306","0.31154"
"ENSG00000164404","GDF9",5,"rs17683306","0.86448"
"ENSG00000164405","UQCRQ",5,"rs17683306","0.99202"
"ENSG00000164406","LEAP2",5,"rs17683306","0.83211"
"ENSG00000164414","SLC35A1",6,"rs2787927","0.62549"
"ENSG00000164418","GRIK2",6,"rs6908225","0.64549"
"ENSG00000164434","FABP7",6,"rs9482343","0.64911"
"ENSG00000164440","TXLNB",6,"rs11970753","0.59196"
"ENSG00000164442","CITED2",6,"rs11970753","0.66367"
"ENSG00000164463","CREBRF",5,"rs6556070","0.30207"
"ENSG00000164465","DCBLD1",6,"rs9481704","0.03524"
"ENSG00000164483","SAMD3",6,"rs17755837","0.75728"
"ENSG00000164484","TMEM200A",6,"rs17755837","0.35030"
"ENSG00000164488","DACT2",6,"rs2342638","0.99601"
"ENSG00000164494","PDSS2",6,"rs9373923","0.37347"
"ENSG00000164506","STXBP5",6,"rs9373528","0.20302"
"ENSG00000164520","RAET1E",6,"rs7757826","0.25806"
"ENSG00000164530","PI16",6,"rs236427","0.79564"
"ENSG00000164535","DAGLB",7,"rs10250100","0.281894"
"ENSG00000164542","MATCAP2",7,"rs12530870","0.049530"
"ENSG00000164543","STK17A",7,"rs2024125","0.263317"
"ENSG00000164548","TRA2A",7,"rs10447620","0.099353"
"ENSG00000164556","FAM183BP",7,"rs6948609","0.158978"
"ENSG00000164574","GALNT10",5,"rs6580048","0.81457"
"ENSG00000164576","SAP30L",5,"rs6580048","0.69654"
"ENSG00000164587","RPS14",5,"rs10037049","0.60028"
"ENSG00000164597","COG5",7,"rs13232692","0.349134"
"ENSG00000164604","GPR85",7,"rs17405196","0.093074"
"ENSG00000164609","SLU7",5,"rs10039584","0.13537"
"ENSG00000164610","RP9",7,"rs1817049","0.955927"
"ENSG00000164615","CAMLG",5,"rs11951162","0.96421"
"ENSG00000164619","BMPER",7,"rs10266903","0.956832"
"ENSG00000164620","RELL2",5,"rs12653948","0.34313"
"ENSG00000164626","KCNK5",6,"rs10305501","0.41507"
"ENSG00000164627","KIF6",6,"rs2224629","0.04584"
"ENSG00000164631","ZNF12",7,"rs10224717","0.006789"
"ENSG00000164638","SLC29A4",7,"rs6463491","0.778775"
"ENSG00000164647","STEAP1",7,"rs17867703","0.688420"
"ENSG00000164649","CDCA7L",7,"rs1859803","0.834448"
"ENSG00000164654","MIOS",7,"rs35795180","0.217257"
"ENSG00000164659","ELAPOR2",7,"rs11981403","0.619894"
"ENSG00000164663","USP49",6,"rs1011100","0.04621"
"ENSG00000164669","INTS4P1",7,"rs10215638","0.945329"
"ENSG00000164674","SYTL3",6,"rs12530454","0.17100"
"ENSG00000164675","IQUB",7,"rs7779099","0.937828"
"ENSG00000164687","FABP5",8,"rs204782","7.17e-01"
"ENSG00000164690","SHH",7,"rs1551634","0.108494"
"ENSG00000164694","FNDC1",6,"rs2485365","0.55626"
"ENSG00000164695","CHMP4C",8,"rs204782","5.93e-01"
"ENSG00000164707","SLC13A4",7,"rs10272576","0.776435"
"ENSG00000164713","BRI3",7,"rs2530127","0.633678"
"ENSG00000164715","LMTK2",7,"rs2530127","0.599752"
"ENSG00000164733","CTSB",8,"rs2043507","5.49e-01"
"ENSG00000164741","DLC1",8,"rs1356945","4.59e-01"
"ENSG00000164742","ADCY1",7,"rs1496493","0.891024"
"ENSG00000164746","C7orf57",7,"rs1433502","0.165707"
"ENSG00000164749","HNF4G",8,"rs16939060","4.19e-01"
"ENSG00000164751","PEX2",8,"rs10504632","8.17e-01"
"ENSG00000164754","RAD21",8,"rs6469646","9.61e-01"
"ENSG00000164756","SLC30A8",8,"rs6469646","6.76e-01"
"ENSG00000164758","MED30",8,"rs6469693","4.35e-01"
"ENSG00000164761","TNFRSF11B",8,"rs1064558","1.77e-01"
"ENSG00000164764","SBSPON",8,"rs2605865","9.08e-01"
"ENSG00000164776","PHKG1",7,"rs7806502","0.893473"
"ENSG00000164808","SPIDR",8,"rs2632502","2.38e-01"
"ENSG00000164815","ORC5",7,"rs12705208","0.170582"
"ENSG00000164818","DNAAF5",7,"rs7787534","0.935076"
"ENSG00000164823","OSGIN2",8,"rs4288425","8.95e-01"
"ENSG00000164825","DEFB1",8,"rs11137046","8.80e-02"
"ENSG00000164828","SUN1",7,"rs7787534","0.934156"
"ENSG00000164830","OXR1",8,"rs905557","6.31e-01"
"ENSG00000164841","TMEM74",8,"rs6988172","6.74e-01"
"ENSG00000164849","GPR146",7,"rs7787534","0.686213"
"ENSG00000164850","GPER1",7,"rs7787534","0.322663"
"ENSG00000164855","TMEM184A",7,"rs7787534","0.493344"
"ENSG00000164867","NOS3",7,"rs2242141","0.281480"
"ENSG00000164877","MICALL2",7,"rs7787534","0.932721"
"ENSG00000164879","CA3",8,"rs7016829","7.74e-01"
"ENSG00000164880","INTS1",7,"rs7787534","0.728761"
"ENSG00000164885","CDK5",7,"rs2242141","0.027036"
"ENSG00000164896","FASTK",7,"rs2242141","0.391298"
"ENSG00000164898","FMC1",7,"rs7798842","0.603064"
"ENSG00000164904","ALDH7A1",5,"rs2408698","0.64101"
"ENSG00000164916","FOXK1",7,"rs2158629","0.262946"
"ENSG00000164919","COX6C",8,"rs13278465","2.65e-01"
"ENSG00000164920","OSR2",8,"rs35871945","4.47e-01"
"ENSG00000164924","YWHAZ",8,"rs17122","8.93e-01"
"ENSG00000164929","BAALC",8,"rs3133803","6.66e-01"
"ENSG00000164930","FZD6",8,"rs3133803","2.56e-01"
"ENSG00000164932","CTHRC1",8,"rs3133803","4.54e-01"
"ENSG00000164933","SLC25A32",8,"rs3133803","4.95e-01"
"ENSG00000164934","DCAF13",8,"rs3133803","1.21e-02"
"ENSG00000164935","DCSTAMP",8,"rs6468909","2.61e-01"
"ENSG00000164941","INTS8",8,"rs10808675","3.29e-01"
"ENSG00000164946","FREM1",9,"rs10810364","0.13142"
"ENSG00000164949","GEM",8,"rs2623167","6.16e-01"
"ENSG00000164951","PDP1",8,"rs2914939","7.00e-01"
"ENSG00000164961","WASHC5",8,"rs7835359","3.71e-01"
"ENSG00000164967","RPP25L",9,"rs12553321","0.91930"
"ENSG00000164970","FAM219A",9,"rs10814064","0.32364"
"ENSG00000164975","SNAPC3",9,"rs10810364","0.22171"
"ENSG00000164976","MYORG",9,"rs10814064","0.08543"
"ENSG00000164978","NUDT2",9,"rs10814064","0.13612"
"ENSG00000164983","TMEM65",8,"rs7835359","9.29e-01"
"ENSG00000164985","PSIP1",9,"rs10810364","0.01032"
"ENSG00000164989","CCDC171",9,"rs10810364","0.46374"
"ENSG00000165006","UBAP1",9,"rs10814064","0.66167"
"ENSG00000165023","DIRAS2",9,"rs177039","0.44249"
"ENSG00000165025","SYK",9,"rs177039","0.44249"
"ENSG00000165028","NIPSNAP3B",9,"rs10739908","0.28984"
"ENSG00000165029","ABCA1",9,"rs10739908","0.53039"
"ENSG00000165055","METTL2B",7,"rs1874328","0.272204"
"ENSG00000165060","FXN",9,"rs4745231","0.39588"
"ENSG00000165071","TMEM71",8,"rs1356110","7.22e-02"
"ENSG00000165072","MAMDC2",9,"rs1907965","0.94354"
"ENSG00000165076","PRSS37",7,"rs1573617","0.388781"
"ENSG00000165078","CPA6",8,"rs4737859","2.99e-01"
"ENSG00000165084","C8orf34",8,"rs1404593","8.37e-01"
"ENSG00000165092","ALDH1A1",9,"rs7357731","0.56936"
"ENSG00000165097","KDM1B",6,"rs9350086","0.61215"
"ENSG00000165102","HGSNAT",8,"rs7007015","1.24e-01"
"ENSG00000165113","GKAP1",9,"rs10124390","0.68090"
"ENSG00000165115","KIF27",9,"rs10124390","0.30254"
"ENSG00000165118","C9orf64",9,"rs10124390","0.12015"
"ENSG00000165124","SVEP1",9,"rs7875113","0.68858"
"ENSG00000165125","TRPV6",7,"rs7800251","0.434540"
"ENSG00000165131","LLCFC1",7,"rs7800251","0.261653"
"ENSG00000165138","ANKS6",9,"rs10986740","0.88620"
"ENSG00000165140","FBP1",9,"rs9673","0.84337"
"ENSG00000165152","PGAP4",9,"rs11793523","0.13024"
"ENSG00000165156","ZHX1",8,"rs17287947","6.00e-01"
"ENSG00000165171","METTL27",7,"rs4717097","0.405648"
"ENSG00000165178","NCF1C",7,"rs1124922","0.722868"
"ENSG00000165181","SHOC1",9,"rs2281790","0.39227"
"ENSG00000165188","RNF183",9,"rs1077636","0.01270"
"ENSG00000165215","CLDN3",7,"rs4717097","0.176674"
"ENSG00000165219","GAPVD1",9,"rs10760392","0.33836"
"ENSG00000165233","CARD19",9,"rs7025686","0.82821"
"ENSG00000165238","WNK2",9,"rs7025686","0.41763"
"ENSG00000165244","ZNF367",9,"rs4743638","0.37454"
"ENSG00000165264","NDUFB6",9,"rs10971259","0.38049"
"ENSG00000165269","AQP7",9,"rs3814511","0.35898"
"ENSG00000165271","NOL6",9,"rs307678","0.49332"
"ENSG00000165272","AQP3",9,"rs307691","0.62739"
"ENSG00000165275","TRMT10B",9,"rs10973360","0.80259"
"ENSG00000165280","VCP",9,"rs12553321","0.14045"
"ENSG00000165282","PIGO",9,"rs12553321","0.06665"
"ENSG00000165300","SLITRK5",13,"rs9300794","0.14577"
"ENSG00000165309","ARMC3",10,"rs11013152","0.30868"
"ENSG00000165312","OTUD1",10,"rs1382580","0.19532"
"ENSG00000165322","ARHGAP12",10,"rs10508766","0.38410"
"ENSG00000165323","FAT3",11,"rs10501779","0.79451"
"ENSG00000165325","DEUP1",11,"rs12575249","0.82042"
"ENSG00000165338","HECTD2",10,"rs11186740","0.00927"
"ENSG00000165355","FBXO33",14,"rs2781329","0.949767"
"ENSG00000165379","LRFN5",14,"rs12435558","0.712917"
"ENSG00000165383","LRRC18",10,"rs17011563","0.68904"
"ENSG00000165389","SPTSSA",14,"rs12436083","0.064451"
"ENSG00000165392","WRN",8,"rs11776064","3.01e-01"
"ENSG00000165406","MARCHF8",10,"rs17439689","0.51749"
"ENSG00000165409","TSHR",14,"rs17111691","0.569356"
"ENSG00000165410","CFL2",14,"rs12436083","0.554520"
"ENSG00000165417","GTF2A1",14,"rs17111691","0.672295"
"ENSG00000165424","ZCCHC24",10,"rs4336976","0.37082"
"ENSG00000165434","PGM2L1",11,"rs4944891","0.60585"
"ENSG00000165449","SLC16A9",10,"rs284592","0.89498"
"ENSG00000165458","INPPL1",11,"rs3750912","0.54584"
"ENSG00000165474","GJB2",13,"rs9509124","0.68107"
"ENSG00000165475","CRYL1",13,"rs9509124","0.73235"
"ENSG00000165476","REEP3",10,"rs10761794","0.67374"
"ENSG00000165478","HEPACAM",11,"rs7112607","0.17320"
"ENSG00000165480","SKA3",13,"rs11619856","0.53988"
"ENSG00000165487","MICU2",13,"rs9552550","0.51175"
"ENSG00000165490","DDIAS",11,"rs10898033","0.04115"
"ENSG00000165494","PCF11",11,"rs10898033","0.45748"
"ENSG00000165495","PKNOX2",11,"rs7112607","0.85305"
"ENSG00000165501","LRR1",14,"rs12884149","0.227095"
"ENSG00000165502","RPL36AL",14,"rs12884149","0.325112"
"ENSG00000165506","DNAAF2",14,"rs12884149","0.535258"
"ENSG00000165507","DEPP1",10,"rs4948636","0.00631"
"ENSG00000165511","ZNF22-AS1",10,"rs4948636","0.53547"
"ENSG00000165521","EML5",14,"rs2761413","0.519312"
"ENSG00000165526","RPUSD4",11,"rs4937122","0.21449"
"ENSG00000165527","ARF6",14,"rs12884149","0.876821"
"ENSG00000165533","TTC8",14,"rs2761413","0.863570"
"ENSG00000165548","TMEM63C",14,"rs10135535","0.493136"
"ENSG00000165555","NOXRED1",14,"rs10135535","0.964876"
"ENSG00000165566","AMER2",13,"rs9551187","0.51301"
"ENSG00000165568","AKR1E2",10,"rs993175","0.81498"
"ENSG00000165609","NUDT5",10,"rs2815634","0.57516"
"ENSG00000165617","DACT1",14,"rs7145852","0.144461"
"ENSG00000165621","OXGR1",13,"rs9584467","0.46127"
"ENSG00000165626","BEND7",10,"rs1060093","0.10128"
"ENSG00000165629","ATP5F1C",10,"rs11255354","0.67157"
"ENSG00000165630","PRPF18",10,"rs1060093","0.79178"
"ENSG00000165632","TAF3",10,"rs11255354","0.88223"
"ENSG00000165633","VSTM4",10,"rs17011563","0.62768"
"ENSG00000165637","VDAC2",10,"rs2485954","0.17448"
"ENSG00000165644","COMTD1",10,"rs2485954","0.24005"
"ENSG00000165646","SLC18A2",10,"rs855987","0.40453"
"ENSG00000165650","PDZD8",10,"rs855987","0.81660"
"ENSG00000165655","ZNF503",10,"rs11001525","0.16975"
"ENSG00000165661","QSOX2",9,"rs10776845","0.31337"
"ENSG00000165669","FAM204A",10,"rs4752201","0.19601"
"ENSG00000165671","NSD1",5,"rs2884479","0.55118"
"ENSG00000165678","GHITM",10,"rs7914940","0.16085"
"ENSG00000165682","CLEC1B",12,"rs12310310","0.70989"
"ENSG00000165684","SNAPC4",9,"rs28536668","0.94032"
"ENSG00000165685","TMEM52B",12,"rs10845180","0.75427"
"ENSG00000165689","ENTR1",9,"rs28536668","0.59424"
"ENSG00000165695","AK8",9,"rs554710","0.74721"
"ENSG00000165699","TSC1",9,"rs554710","0.32491"
"ENSG00000165714","BORCS5",12,"rs2238131","0.37581"
"ENSG00000165716","DIPK1B",9,"rs6293","0.53541"
"ENSG00000165730","STOX1",10,"rs17566087","0.33869"
"ENSG00000165731","RET",10,"rs12775610","0.17574"
"ENSG00000165733","BMS1",10,"rs3026693","0.76666"
"ENSG00000165752","STK32C",10,"rs10870288","0.66233"
"ENSG00000165757","JCAD",10,"rs1539536","0.44546"
"ENSG00000165782","PIP4P1",14,"rs17277277","0.640429"
"ENSG00000165792","METTL17",14,"rs10138338","0.517750"
"ENSG00000165794","SLC39A2",14,"rs10138338","0.434594"
"ENSG00000165795","NDRG2",14,"rs10138338","0.217576"
"ENSG00000165801","ARHGEF40",14,"rs10138338","0.465722"
"ENSG00000165802","NSMF",9,"rs2259657","0.13484"
"ENSG00000165806","CASP7",10,"rs1885434","0.14844"
"ENSG00000165807","PPP1R36",14,"rs2295522","0.295400"
"ENSG00000165810","BTNL9",5,"rs254461","0.35822"
"ENSG00000165813","CCDC186",10,"rs7916374","0.01402"
"ENSG00000165819","METTL3",14,"rs10138338","0.636904"
"ENSG00000165821","SALL2",14,"rs10138338","0.655764"
"ENSG00000165832","TRUB1",10,"rs10885699","0.65637"
"ENSG00000165837","ERICH6B",13,"rs1325643","0.72109"
"ENSG00000165861","ZFYVE1",14,"rs3742821","0.535314"
"ENSG00000165863","C10orf82",10,"rs10787712","0.90582"
"ENSG00000165868","HSPA12A",10,"rs11197921","0.85824"
"ENSG00000165874","SHLD2P1",10,"rs17835817","0.86187"
"ENSG00000165879","FRAT1",10,"rs36099025","0.93942"
"ENSG00000165886","UBTD1",10,"rs12416267","0.45875"
"ENSG00000165887","ANKRD2",10,"rs12416267","0.18397"
"ENSG00000165891","E2F7",12,"rs750657","0.91796"
"ENSG00000165895","ARHGAP42",11,"rs543215","0.07497"
"ENSG00000165899","OTOGL",12,"rs4842345","0.43270"
"ENSG00000165905","LARGE2",11,"rs10769190","0.30474"
"ENSG00000165912","PACSIN3",11,"rs12577603","0.22475"
"ENSG00000165914","TTC7B",14,"rs1285860","0.862483"
"ENSG00000165915","SLC39A13",11,"rs17790246","0.77810"
"ENSG00000165916","PSMC3",11,"rs17790246","0.71723"
"ENSG00000165917","RAPSN",11,"rs17790246","0.54151"
"ENSG00000165929","TC2N",14,"rs10220696","0.899900"
"ENSG00000165934","CPSF2",14,"rs10220696","0.331033"
"ENSG00000165935","SMCO2",12,"rs374484","0.71734"
"ENSG00000165948","IFI27L1",14,"rs12147189","0.373356"
"ENSG00000165949","IFI27",14,"rs12147189","0.066949"
"ENSG00000165953","SERPINA12",14,"rs4905266","0.804134"
"ENSG00000165959","CLMN",14,"rs1211780","0.327292"
"ENSG00000165966","PDZRN4",12,"rs12228649","0.75080"
"ENSG00000165972","CCDC38",12,"rs2769444","0.17415"
"ENSG00000165973","NELL1",11,"rs749432","0.82042"
"ENSG00000165983","PTER",10,"rs2000202","0.22951"
"ENSG00000165985","C1QL3",10,"rs2000202","0.92865"
"ENSG00000165995","CACNB2",10,"rs10828616","0.02873"
"ENSG00000165996","HACD1",10,"rs10764296","0.20619"
"ENSG00000165997","ARL5B",10,"rs10828616","0.79624"
"ENSG00000166002","SMCO4",11,"rs12575249","0.30028"
"ENSG00000166004","CEP295",11,"rs12575249","0.01381"
"ENSG00000166012","TAF1D",11,"rs12575249","0.65704"
"ENSG00000166024","R3HCC1L",10,"rs1061134","0.25225"
"ENSG00000166025","AMOTL1",11,"rs654499","0.41279"
"ENSG00000166033","HTRA1",10,"rs10510108","0.51182"
"ENSG00000166035","LIPC",15,"rs1615473","0.25005"
"ENSG00000166037","CEP57",11,"rs16922181","0.59522"
"ENSG00000166046","TCP11L2",12,"rs1991296","0.53025"
"ENSG00000166068","SPRED1",15,"rs8034546","0.07349"
"ENSG00000166086","JAM3",11,"rs11223809","0.70398"
"ENSG00000166091","CMTM5",14,"rs12050360","0.191213"
"ENSG00000166105","GLB1L3",11,"rs11223809","0.70172"
"ENSG00000166106","ADAMTS15",11,"rs4466848","0.77948"
"ENSG00000166123","GPT2",16,"rs1362567","0.180953"
"ENSG00000166126","AMN",14,"rs8010152","0.361769"
"ENSG00000166128","RAB8B",15,"rs17740893","0.46512"
"ENSG00000166130","IKBIP",12,"rs11109730","0.79403"
"ENSG00000166133","RPUSD2",15,"rs7173954","0.42082"
"ENSG00000166135","HIF1AN",10,"rs11593290","0.08256"
"ENSG00000166140","ZFYVE19",15,"rs7173954","0.86265"
"ENSG00000166143","PPP1R14D",15,"rs7173954","0.17753"
"ENSG00000166145","SPINT1",15,"rs7173954","0.94949"
"ENSG00000166147","FBN1",15,"rs4775774","0.92173"
"ENSG00000166148","AVPR1A",12,"rs11615951","0.44011"
"ENSG00000166164","BRD7",16,"rs4785419","0.516338"
"ENSG00000166165","CKB",14,"rs861537","0.609889"
"ENSG00000166166","TRMT61A",14,"rs861537","0.744551"
"ENSG00000166167","BTRC",10,"rs11593290","0.21720"
"ENSG00000166170","BAG5",14,"rs861537","0.134051"
"ENSG00000166171","DPCD",10,"rs7909404","0.39421"
"ENSG00000166173","LARP6",15,"rs872369","0.40541"
"ENSG00000166181","API5",11,"rs2132190","0.54186"
"ENSG00000166183","ASPG",14,"rs861537","0.517292"
"ENSG00000166189","HPS6",10,"rs12773990","0.22173"
"ENSG00000166197","NOLC1",10,"rs12773990","0.44725"
"ENSG00000166199","ALKBH3",11,"rs1808186","0.75845"
"ENSG00000166200","COPS2",15,"rs4775774","0.82042"
"ENSG00000166206","GABRB3",15,"rs2033420","0.37890"
"ENSG00000166224","SGPL1",10,"rs11596669","0.99363"
"ENSG00000166225","FRS2",12,"rs12578667","0.55690"
"ENSG00000166226","CCT2",12,"rs710794","0.55051"
"ENSG00000166228","PCBD1",10,"rs11596669","0.13879"
"ENSG00000166233","ARIH1",15,"rs2415212","0.37616"
"ENSG00000166246","DNAAF8",16,"rs11076898","0.161813"
"ENSG00000166250","CLMP",11,"rs1148096","0.51118"
"ENSG00000166260","COX11",17,"rs6504922","8.10e-02"
"ENSG00000166261","ZNF202",11,"rs1148096","0.54784"
"ENSG00000166262","FAM227B",15,"rs541295","0.34898"
"ENSG00000166263","STXBP4",17,"rs6504922","1.21e-01"
"ENSG00000166266","CUL5",11,"rs12802831","0.08168"
"ENSG00000166268","MYRFL",12,"rs710794","0.86646"
"ENSG00000166272","WBP1L",10,"rs12765135","0.59211"
"ENSG00000166272","CYP17A1-AS1",10,"rs12765135","0.59211"
"ENSG00000166275","BORCS7",10,"rs12765135","0.74604"
"ENSG00000166289","PLEKHF1",19,"rs4804903","0.385216"
"ENSG00000166292","TMEM100",17,"rs12601890","7.04e-01"
"ENSG00000166311","SMPD1",11,"rs12223079","0.63317"
"ENSG00000166313","APBB1",11,"rs12223079","0.99208"
"ENSG00000166321","NUDT13",10,"rs34284702","0.33366"
"ENSG00000166323","C11orf65",11,"rs2846412","0.85329"
"ENSG00000166326","TRIM44",11,"rs11033163","0.44368"
"ENSG00000166333","ILK",11,"rs12223079","0.36075"
"ENSG00000166337","TAF10",11,"rs12223079","0.27571"
"ENSG00000166341","DCHS1",11,"rs12223079","0.04046"
"ENSG00000166347","CYB5A",18,"rs7230582","0.95549"
"ENSG00000166348","USP54",10,"rs4746158","0.92036"
"ENSG00000166349","RAG1",11,"rs573465","0.51376"
"ENSG00000166352","IFTAP",11,"rs573465","0.32436"
"ENSG00000166359","WDR88",19,"rs752503","0.533188"
"ENSG00000166377","ATP9B",18,"rs612829","0.64582"
"ENSG00000166387","PPFIBP2",11,"rs6578870","0.32858"
"ENSG00000166394","CYB5R2",11,"rs6578870","0.07174"
"ENSG00000166398","GARRE1",19,"rs244773","0.190288"
"ENSG00000166401","SERPINB8",18,"rs8091006","0.91811"
"ENSG00000166402","TUB",11,"rs6578870","0.17037"
"ENSG00000166405","RIC3",11,"rs6421063","0.29305"
"ENSG00000166411","IDH3A",15,"rs4887033","0.92829"
"ENSG00000166415","WDR72",15,"rs615041","0.58635"
"ENSG00000166428","PLD4",14,"rs7157172","0.475846"
"ENSG00000166435","XRRA1",11,"rs4944891","0.66189"
"ENSG00000166436","TRIM66",11,"rs10769990","0.56742"
"ENSG00000166441","RPL27A",11,"rs10769990","0.78755"
"ENSG00000166444","DENND2B",11,"rs10769990","0.36503"
"ENSG00000166446","CDYL2",16,"rs1901819","0.709655"
"ENSG00000166448","TMEM130",7,"rs4526300","0.060016"
"ENSG00000166451","CENPN",16,"rs1901819","0.614659"
"ENSG00000166452","AKIP1",11,"rs10769990","0.55634"
"ENSG00000166455","C16orf46",16,"rs1901819","0.329560"
"ENSG00000166471","TMEM41B",11,"rs10769990","0.09900"
"ENSG00000166473","PKD1L2",16,"rs1901819","0.052745"
"ENSG00000166477","LEO1",15,"rs17707717","0.23014"
"ENSG00000166478","ZNF143",11,"rs7124727","0.46596"
"ENSG00000166479","TMX3",18,"rs3842993","0.48487"
"ENSG00000166483","WEE1",11,"rs7124727","0.65510"
"ENSG00000166484","MAPK7",17,"rs1110467","4.08e-01"
"ENSG00000166492","FAM86GP",11,"rs4297442","0.65231"
"ENSG00000166501","PRKCB",16,"rs1126289","0.951491"
"ENSG00000166503","HDGFL3",15,"rs8041231","0.43539"
"ENSG00000166507","NDST2",10,"rs4746158","0.41737"
"ENSG00000166508","MCM7",7,"rs11760595","0.067241"
"ENSG00000166510","CCDC68",18,"rs1944371","0.09393"
"ENSG00000166526","ZNF3",7,"rs11760595","0.470294"
"ENSG00000166529","ZSCAN21",7,"rs11765024","0.851725"
"ENSG00000166546","BEAN1",16,"rs7193473","0.058701"
"ENSG00000166548","TK2",16,"rs7193473","0.016350"
"ENSG00000166557","TMED3",15,"rs11634089","0.07202"
"ENSG00000166562","SEC11C",18,"rs2877400","0.13413"
"ENSG00000166575","TMEM135",11,"rs17758206","0.12235"
"ENSG00000166578","IQCD",12,"rs12821546","0.78793"
"ENSG00000166582","CENPV",17,"rs3813769","1.92e-01"
"ENSG00000166592","RRAD",16,"rs16957304","0.473374"
"ENSG00000166595","CIAO2B",16,"rs16957304","0.483303"
"ENSG00000166598","HSP90B1",12,"rs2243512","0.89635"
"ENSG00000166664","CHRFAM7A",15,"rs939983","0.86943"
"ENSG00000166669","ATF7IP2",16,"rs16957583","0.829172"
"ENSG00000166670","MMP10",11,"rs11225473","0.75114"
"ENSG00000166682","TMPRSS5",11,"rs674246","0.61005"
"ENSG00000166685","COG1",17,"rs3850124","1.50e-01"
"ENSG00000166689","PLEKHA7",11,"rs12786482","0.26689"
"ENSG00000166704","ZNF606",19,"rs1080416","0.006754"
"ENSG00000166710","B2M",15,"rs938129","0.82682"
"ENSG00000166716","ZNF592",15,"rs16974804","0.40806"
"ENSG00000166736","HTR3A",11,"rs2735200","0.23602"
"ENSG00000166741","NNMT",11,"rs2735200","0.08168"
"ENSG00000166743","ACSM1",16,"rs12930599","0.856909"
"ENSG00000166747","AP1G1",16,"rs17668523","0.557740"
"ENSG00000166750","SLFN5",17,"rs10512470","3.59e-01"
"ENSG00000166762","CATSPER2",15,"rs11635852","0.31527"
"ENSG00000166763","STRCP1",15,"rs11635852","0.94943"
"ENSG00000166770","ZNF667-AS1",19,"rs4801190","0.093567"
"ENSG00000166780","BMERB1",16,"rs2239694","0.079088"
"ENSG00000166783","MARF1",16,"rs2239694","0.225130"
"ENSG00000166788","SAAL1",11,"rs7131255","0.02273"
"ENSG00000166793","YPEL4",11,"rs11229262","0.78257"
"ENSG00000166796","LDHC",11,"rs11024789","0.87519"
"ENSG00000166797","CIAO2A",15,"rs3843699","0.61859"
"ENSG00000166801","FAM111A",11,"rs12417075","0.77758"
"ENSG00000166803","PCLAF",15,"rs3843699","0.19394"
"ENSG00000166813","KIF7",15,"rs28508206","0.86675"
"ENSG00000166816","LDHD",16,"rs11149759","0.677410"
"ENSG00000166819","PLIN1",15,"rs28508206","0.51518"
"ENSG00000166821","PEX11A",15,"rs28508206","0.89815"
"ENSG00000166822","TMEM170A",16,"rs9927309","0.170063"
"ENSG00000166823","MESP1",15,"rs28508206","0.72232"
"ENSG00000166825","ANPEP",15,"rs28508206","0.35676"
"ENSG00000166828","SCNN1G",16,"rs2239332","0.386886"
"ENSG00000166831","RBPMS2",15,"rs3843699","0.75048"
"ENSG00000166833","NAV2",11,"rs901569","0.94579"
"ENSG00000166839","ANKDD1A",15,"rs8036568","0.55922"
"ENSG00000166845","C18orf54",18,"rs1259835","0.84681"
"ENSG00000166847","DCTN5",16,"rs12447053","0.617664"
"ENSG00000166848","TERF2IP",16,"rs9927309","0.445463"
"ENSG00000166848","LOC105371348",16,"rs9927309","0.445463"
"ENSG00000166855","CLPX",15,"rs8036568","0.02867"
"ENSG00000166856","GPR182",12,"rs3024980","0.42545"
"ENSG00000166863","TAC3",12,"rs3024980","0.61694"
"ENSG00000166866","MYO1A",12,"rs3024980","0.77105"
"ENSG00000166869","CHP2",16,"rs1126289","0.505411"
"ENSG00000166881","NEMP1",12,"rs3024980","0.74686"
"ENSG00000166887","VPS39",15,"rs2665208","0.18319"
"ENSG00000166888","STAT6",12,"rs4760158","0.42582"
"ENSG00000166896","ATP23",12,"rs10506376","0.53296"
"ENSG00000166897","ELFN2",22,"rs1041894","0.46739"
"ENSG00000166900","STX3",11,"rs1042613","0.33608"
"ENSG00000166902","MRPL16",11,"rs1042613","0.43598"
"ENSG00000166912","MTMR10",15,"rs1947517","0.72185"
"ENSG00000166913","YWHAB",20,"rs2057637","0.22284"
"ENSG00000166917","MIR202HG",10,"rs11101913","0.67281"
"ENSG00000166920","C15orf48",15,"rs938129","0.30168"
"ENSG00000166922","SCG5",15,"rs10519756","0.46826"
"ENSG00000166924","NYAP1",7,"rs314363","0.360192"
